data_date,portfolio_value,unrealized_return
2026-02-03 08:27:10.224104+00:00,5219.06,361.67
2026-02-03 08:36:34.474061+00:00,5217.3,359.91
2026-02-03 08:56:36.950294+00:00,5209.74,352.35
2026-02-03 09:16:38.379725+00:00,5208.93,351.54
2026-02-03 09:36:50.854980+00:00,5206.14,348.75
2026-02-03 09:56:32.856823+00:00,5207.52,350.13
2026-02-03 10:31:12.997664+00:00,5211.09,353.7
2026-02-03 10:56:27.456405+00:00,5209.05,351.66
2026-02-03 11:16:33.731068+00:00,5205.9,348.51
2026-02-03 11:39:27.441972+00:00,5202.68,345.29
2026-02-03 14:42:32.622289+00:00,5190.21,332.82
2026-02-03 16:54:18.489688+00:00,5225.18,297.88
2026-02-03 18:08:32.700772+00:00,5223.13,295.83
2026-02-03 21:35:39.791723+00:00,5222.6,295.3
2026-02-03 22:35:16.170037+00:00,5223.51,296.21
2026-02-03 23:35:14.732825+00:00,5224.63,297.33
2026-02-04 00:35:16.385559+00:00,5225.25,297.95
2026-02-04 01:35:23.626869+00:00,5224.55,297.25
2026-02-04 02:35:14.601388+00:00,5223.68,296.38
2026-02-04 03:35:14.005770+00:00,5223.24,295.94
2026-02-04 04:35:13.737231+00:00,5223.21,295.91
2026-02-04 05:35:17.848797+00:00,5223.32,296.02
2026-02-04 06:35:18.637152+00:00,5224.1,296.8
2026-02-04 07:35:17.734060+00:00,5224.59,297.29
2026-02-04 10:30:19.866708+00:00,5234.57,306.95
2026-02-04 10:46:31.527097+00:00,5235.85,308.23
